freq,wst_oper,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,RCV_E,KG_HAB,SI	4 	5 	4 	2 	1 	76 be	82 e	36 e	47 e	65 e	54 e	46 	50 	59 	69 
A,RCV_E,KG_HAB,SK	32 	34 	30 	32 	34 	35 	36 	36 	29 	23 	35 	40 	37 	36 	35 
A,RCV_E,KG_HAB,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,RCV_E,KG_HAB,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 i	0 i
A,RCV_E,THS_T,AL	: 	: 	: 	9 	6 	22 	19 	23 	37 	10 	11 	17 	36 	38 	: 
A,RCV_E,THS_T,AT	1636 	1678 	1693 	1716 	1756 	1833 	1855 	1944 	1977 	2004 	2662 b	2648 	2565 	2532 	: 
A,RCV_E,THS_T,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 
A,RCV_E,THS_T,BE	1850 	1863 	1909 	2031 	2039 	2014 	2065 	1964 	1983 	2021 	4069 	3850 	3633 	3569 	3622 p
A,RCV_E,THS_T,BG	0 	0 	0 	49 	51 	82 	109 	103 	208 	103 i	129 	82 	96 	101 	: 
A,RCV_E,THS_T,CH	2757 	2732 	2786 	2798 	2790 	2850 	2876 	2846 	2856 	2857 	2875 	2926 	2843 	2891 	: 
A,RCV_E,THS_T,CY	0 	0 	0 	0 	4 	0 	2 	2 	4 	6 	8 	14 	15 	16 	16 
A,RCV_E,THS_T,CZ	495 e	607 e	652 e	628 e	600 e	586 e	584 e	901 b	875 	868 	732 	722 	716 	825 	: 
A,RCV_E,THS_T,DE	7722 	8074 	8863 	11471 	11553 	12068 	14260 	15946 	15646 	15980 e	15517 	15318 	14661 	14926 	15584 e
A,RCV_E,THS_T,DK	: 	2643 b	2495 	2510 	2424 	2396 	2402 	2429 	2302 	2333 	2536 	2311 	2141 	2301 	2304 p
A,RCV_E,THS_T,EE	0 	0 	47 	214 	222 	243 	242 	217 	221 	221 	218 	255 	212 	218 	217 
A,RCV_E,THS_T,EL	0 	16 	29 	29 	25 	18 	27 	58 	83 	74 	88 	87 	87 	89 	: 
A,RCV_E,THS_T,ES	2044 	2342 	2112 	2492 	2394 	2685 	2589 	2804 	2580 	2445 	2218 	2423 	2366 	2227 p	2276 e
A,RCV_E,THS_T,EU27_2020	40102 	43552 	44839 	49359 	50375 	48969 	52758 	57283 	57217 	57588 i	60615 	60253 	58067 	57906 	59151 i
A,RCV_E,THS_T,FI	441 	678 	925 	1137 	1316 	1312 	1515 	1646 	1732 	1735 	1932 	2110 	1604 	1410 	1307 
A,RCV_E,THS_T,FR	11634 e	11832 	11790 e	11747 	11852 e	11957 	11602 e	11536 e	11585 e	11452 e	11779 e	11703 e	12020 e	11757 e	11609 ep
A,RCV_E,THS_T,HR	0 	0 	2 	1 	3 	0 	1 	1 	1 	1 	3 	5 	3 	30 	28 
A,RCV_E,THS_T,HU	406 	408 	364 	336 	373 	525 	554 	608 	501 	515 	466 	500 	460 	504 	520 
A,RCV_E,THS_T,IE	108 	196 	427 	: 	893 	: 	811 	881 	1243 	1413 	1353 	1313 	1364 	1332 	: 
A,RCV_E,THS_T,IS	10 	8 	7 	5 	0 	0 	1 	0 	1 	: 	18 	15 	29 	40 	: 
A,RCV_E,THS_T,IT	5387 	5552 	5529 	5970 	5868 	2969 b	3866 	5378 	5576 	5711 	5457 	5409 	5118 	5293 	: 
A,RCV_E,THS_T,LT	1 	6 	0 	91 	113 	150 	221 	236 	163 	194 	349 	473 	500 	516 	516 
A,RCV_E,THS_T,LU	130 	135 	132 	132 	132 	156 	221 b	222 	228 	229 e	215 	207 	195 	194 	185 e
A,RCV_E,THS_T,LV	0 	0 	3 	12 	11 	15 	19 	21 	15 	28 	24 	30 	26 	49 	57 
A,RCV_E,THS_T,ME	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,RCV_E,THS_T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCV_E,THS_T,MT	0 	3 	1 	1 	1 	1 	1 	0 	0 	0 	0 	13 	4 	9 	8 
A,RCV_E,THS_T,NL	2841 	3956 	4405 	4200 	4141 	4057 	3901 	3775 	3668 	3577 	3793 	3597 p	3351 p	3297 	3368 
A,RCV_E,THS_T,NO	1154 	1341 	1346 	1446 	1148 b	1145 	2113 b	2088 	2006 	2053 	1814 b	2160 	2146 	1873 	1883 
A,RCV_E,THS_T,PL	0 	0 	0 	563 be	1162 be	1318 e	2114 e	2724 e	2822 e	2742 e	2656 	2702 	2714 	2686 	3101 
A,RCV_E,THS_T,PT	1058 	1088 	930 	1091 	974 	941 	950 	989 	946 	996 	1129 	1248 	1078 	976 	1241 
A,RCV_E,THS_T,RO	21 b	47 	89 	97 	133 	116 	220 	227 	241 	251 	298 	318 	389 	303 	: 
A,RCV_E,THS_T,RS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	13 	11 	11 	: 
A,RCV_E,THS_T,SE	2124 	2236 	2271 	2236 	2149 	2284 	2263 	2400 	2362 	2427 	2680 b	2599 	2439 	2423 	2378 
A,RCV_E,THS_T,SI	8 	11 	9 	3 	2 	158 be	169 e	74 e	98 e	136 e	113 e	97 	106 	126 	147 
A,RCV_E,THS_T,SK	171 	182 	164 	174 	186 	191 	197 	197 	157 	125 	193 	219 	203 	198 	191 
A,RCV_E,THS_T,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,RCV_E,THS_T,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,RCY,KG_HAB,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	58 	56 	57 	: 
A,RCY,KG_HAB,AT	334 	325 	334 	334 	319 	318 	325 	329 	334 	342 	519 b	521 	503 	491 	: 
A,RCY,KG_HAB,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	3 	3 	4 
A,RCY,KG_HAB,BE	250 	247 	237 	230 	228 	220 	224 	221 	222 	227 	374 	420 	377 	384 	393 p
A,RCY,KG_HAB,BG	136 	133 	115 	125 	104 	127 	133 	157 	134 	161 i	152 	132 	120 	82 	: 
A,RCY,KG_HAB,CH	359 	347 	349 e	360 e	393 be	384 e	379 e	372 e	371 e	376 e	373 	368 	353 	353 	: 
A,RCY,KG_HAB,CY	79 	77 	86 	88 	91 	104 	104 	104 	110 	111 	105 	89 	97 	104 	109 p
A,RCY,KG_HAB,CZ	50 e	54 e	71 e	74 e	79 e	94 e	114 e	157 b	159 	167 	220 	247 	227 	234 	: 
A,RCY,KG_HAB,DE	376 	394 	404 	392 	414 	422 	425 	421 	407 	406 e	451 	462 	424 	421 	420 e
A,RCY,KG_HAB,DK	: 	365 b	342 	352 	367 	390 	402 	390 	406 	435 	366 	392 	382 	354 	350 p
A,RCY,KG_HAB,EE	55 	70 	54 	52 	111 	102 	105 	110 	114 	114 	111 	120 	124 	142 	136 
A,RCY,KG_HAB,EL	91 	89 	84 	76 	75 	77 	86 	95 	103 	110 	90 b	89 	90 	91 	: 
A,RCY,KG_HAB,ES	149 	130 	139 	148 	138 	137 	157 	171 	165 	179 	187 	211 	209 	201 p	194 e
A,RCY,KG_HAB,EU27_2020	191 	194 	199 	199 	208 	216 	227 	231 	232 	238 i	252 	266 	252 	245 	248 i
A,RCY,KG_HAB,FI	154 	176 	168 	160 	157 	203 b	212 	207 	233 	246 	257 	246 	228 	209 	219 
A,RCY,KG_HAB,FR	192 e	196 	199 e	201 	205 e	210 	220 e	224 e	227 e	228 e	210 e	231 e	214 e	212 e	217 ep
A,RCY,KG_HAB,HR	16 	32 	57 	61 	64 	72 	86 	100 	112 	138 	127 	143 	164 	171 	178 
A,RCY,KG_HAB,HU	79 	84 	102 	100 	118 	122 	132 	136 	144 	140 	130 	146 	134 	143 	139 
A,RCY,KG_HAB,IE	223 	222 	214 	: 	224 	: 	236 	232 	224 	232 b	260 	256 	254 	247 	: 
A,RCY,KG_HAB,IS	101 	125 	143 	154 	159 	166 	217 	168 	193 	: 	162 	175 	138 	184 	: 
A,RCY,KG_HAB,IT	168 	185 	191 	193 	205 	217 b	230 	235 	251 	258 	250 	257 	259 	249 	: 
A,RCY,KG_HAB,LT	20 	88 	104 	120 	132 	148 	212 b	218 	243 	233 	217 	212 	225 	220 	242 
A,RCY,KG_HAB,LU	315 	308 	310 	285 	299 	288 	401 b	390 	393 	387 e	418 	438 	402 	406 	389 e
A,RCY,KG_HAB,LV	30 	34 	47 	90 	98 	116 	103 	102 	103 	180 	190 	203 	236 	221 	244 
A,RCY,KG_HAB,ME	: 	: 	: 	: 	: 	: 	: 	: 	19 e	29 e	22 e	24 e	23 	21 	20 
A,RCY,KG_HAB,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY,KG_HAB,MT	55 	96 	89 	76 	73 	70 	81 	77 	70 	63 	70 	82 	78 	105 	105 
A,RCY,KG_HAB,NL	281 	279 	272 	262 	268 	271 	278 	280 	286 	289 	304 	297 p	272 p	270 	274 
A,RCY,KG_HAB,NO	198 	194 	190 	194 	179 b	180 	288 b	290 	301 	317 	326 b	305 	316 	302 	333 
A,RCY,KG_HAB,PL	52 	36 	38 	45 	72 be	93 e	107 e	107 e	113 e	114 e	135 	149 	149 	101 b	121 
A,RCY,KG_HAB,PT	96 	99 	118 	113 	137 	137 	146 	141 	147 	147 	136 	155 	153 	154 	170 
A,RCY,KG_HAB,RO	40 b	30 	37 	34 	33 	33 	35 	38 	30 	32 	35 	37 	37 	38 	: 
A,RCY,KG_HAB,RS	0 	0 	0 	3 	2 	2 	1 	1 	1 	1 	66 	74 	84 	71 	: 
A,RCY,KG_HAB,SE	211 	213 	213 	220 	219 	215 	217 	212 	199 	209 	165 b	165 	157 	154 	197 b
A,RCY,KG_HAB,SI	110 	148 	152 	144 	156 	243 be	253 e	272 e	287 	299 	289 	311 	305 	309 	328 
A,RCY,KG_HAB,SK	29 	34 	41 	33 	33 	49 	80 	113 	150 	162 	217 	243 	237 	237 	247 
A,RCY,KG_HAB,TR	: 	: 	: 	: 	: 	: 	39 b	39 e	49 	49 e	51 	51 e	: 	: 	: 
A,RCY,KG_HAB,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	7 	7 	9 i	0 i
A,RCY,THS_T,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	190 	164 	155 	159 	: 
A,RCY,THS_T,AT	2792 	2724 	2818 	2829 	2723 	2752 	2838 	2898 	2952 	3040 	4632 b	4670 	4544 	4484 	: 
A,RCY,THS_T,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	9 	12 	12 
A,RCY,THS_T,BE	2726 	2732 	2638 	2570 	2560 	2484 	2541 	2517 	2542 	2613 	4318 	4861 	4409 	4525 	4662 p
A,RCY,THS_T,BG	1003 	979 	841 	894 	736 	884 	917 	1065 	901 	1065 i	997 	861 	777 	526 	: 
A,RCY,THS_T,CH	2808 	2746 	2790 e	2910 e	3216 be	3180 e	3174 e	3146 e	3156 e	3222 e	3221 	3204 	3100 	3136 	: 
A,RCY,THS_T,CY	66 	66 	75 	76 	78 	90 	90 	91 	97 	99 	95 	82 	91 	100 	106 p
A,RCY,THS_T,CZ	527 e	569 e	750 e	782 e	829 e	992 e	1202 e	1660 b	1691 	1777 	2354 	2597 	2425 	2543 	: 
A,RCY,THS_T,DE	30774 	31633 	32460 	31630 	33544 	34453 	34958 	34784 	33723 	33735 e	37467 	38474 	35244 	35036 	35103 e
A,RCY,THS_T,DK	: 	2036 b	1914 	1975 	2069 	2214 	2300 	2251 	2352 	2528 	2135 	2295 	2252 	2105 	2093 p
A,RCY,THS_T,EE	73 	93 	71 	68 	146 	134 	138 	145 	150 	151 	147 	159 	168 	194 	187 
A,RCY,THS_T,EL	1014 	992 	927 	834 	820 	833 	925 	1022 	1110 	1180 	963 b	941 	937 	948 	: 
A,RCY,THS_T,ES	6942 	6054 	6522 	6891 	6420 	6344 	7295 	7951 	7732 	8451 	8858 	9992 	9979 	9715 p	9465 e
A,RCY,THS_T,EU27_2020	84317 	85460 	87856 	87815 	91948 	95801 	100801 	102935 	103610 	106279 i	112745 	118419 	112790 	109688 	111691 i
A,RCY,THS_T,FI	827 	947 	912 	872 	856 	1111 b	1164 	1140 	1286 	1357 	1419 	1361 	1266 	1170 	1232 
A,RCY,THS_T,FR	12473 e	12794 	13012 e	13230 	13612 e	13994 	14661 e	15005 e	15227 e	15354 e	14184 e	15646 e	14602 e	14505 e	14862 ep
A,RCY,THS_T,HR	67 	137 	245 	257 	269 	298 	353 	405 	447 	547 	499 	555 	631 	660 	690 
A,RCY,THS_T,HU	789 	838 	1015 	987 	1159 	1194 	1292 	1319 	1394 	1358 	1257 	1411 	1283 	1375 	1328 
A,RCY,THS_T,IE	1017 	1018 	985 	: 	1043 	: 	1125 	1118 	1097 	1153 b	1310 	1306 	1323 	1314 	: 
A,RCY,THS_T,IS	32 	40 	46 	50 	52 	55 	73 	58 	68 	: 	59 	65 	53 	71 	: 
A,RCY,THS_T,IT	10050 	11129 	11516 	11654 	12337 	13067 b	13814 	14121 	15009 	15435 	14872 	15174 	15281 	14663 	: 
A,RCY,THS_T,LT	62 	268 	312 	356 	387 	431 	611 b	619 	684 	655 	611 	596 	637 	632 	700 
A,RCY,THS_T,LU	160 	160 	164 	155 	166 	164 	233 b	233 	239 	240 e	263 	281 	262 	270 	264 e
A,RCY,THS_T,LV	64 	70 	96 	182 	196 	229 	202 	198 	198 	344 	361 	383 	443 	417 	455 
A,RCY,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	12 e	18 e	14 e	15 e	14 	13 	13 
A,RCY,THS_T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY,THS_T,MT	23 	40 	38 	32 	32 	31 	37 	36 	34 	32 	36 	43 	41 	58 	59 
A,RCY,THS_T,NL	4664 	4651 	4549 	4406 	4527 	4590 	4740 	4801 	4922 	5010 	5297 	5202 p	4815 p	4818 	4930 
A,RCY,THS_T,NO	967 	959 	953 	987 	918 b	936 	1509 b	1532 	1598 	1696 	1756 b	1651 	1725 	1668 	1855 
A,RCY,THS_T,PL	1964 	1383 	1446 	1711 	2740 be	3528 e	4057 e	4047 e	4281 e	4345 e	5077 	5505 	5485 	3706 b	4410 
A,RCY,THS_T,PT	1018 	1041 	1243 	1187 	1430 	1423 	1513 	1458 	1519 	1526 	1413 	1617 	1606 	1631 	1823 
A,RCY,THS_T,RO	811 b	610 	745 	670 	648 	650 	689 	745 	586 	623 	683 	710 	712 	722 	: 
A,RCY,THS_T,RS	0 	0 	0 	25 	15 	14 	5 	6 	6 	4 	455 	507 	561 	469 	: 
A,RCY,THS_T,SE	1979 	2009 	2026 	2108 	2119 	2103 	2149 	2130 	2024 	2150 	1707 b	1720 	1645 	1627 	2082 b
A,RCY,THS_T,SI	225 	304 	313 	297 	321 	501 be	523 e	563 e	594 	623 	607 	655 	644 	656 	698 
A,RCY,THS_T,SK	157 	183 	222 	177 	180 	266 	434 	614 	818 	886 	1184 	1323 	1286 	1289 	1342 
A,RCY,THS_T,TR	: 	: 	: 	: 	: 	: 	3092 b	3130 e	3971 	4027 e	4264 	4318 e	: 	: 	: 
A,RCY,THS_T,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	12 	13 	17 	0 
A,RCY_C_D,KG_HAB,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,RCY_C_D,KG_HAB,AT	182 	188 	196 	192 	175 	175 	181 	182 	187 	189 	179 b	174 	163 	168 	: 
A,RCY_C_D,KG_HAB,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 
A,RCY_C_D,KG_HAB,BE	97 	93 	93 	92 	87 	80 	85 	81 	82 	86 	137 	152 	135 	143 	151 p
A,RCY_C_D,KG_HAB,BG	0 	11 	13 	15 	8 	45 	38 	35 	8 	36 i	14 	10 	15 	12 	: 
A,RCY_C_D,KG_HAB,CH	119 	108 	106 e	123 e	153 be	152 e	155 e	154 e	153 e	164 e	163 e	161 e	160 e	158 e	: 
A,RCY_C_D,KG_HAB,CY	0 	0 	8 	9 	19 	21 	19 	9 	11 	9 	6 	7 	11 	18 	26 p
A,RCY_C_D,KG_HAB,CZ	7 e	7 e	8 e	9 e	9 e	13 e	23 e	50 b	50 	56 	70 	73 	83 	81 	: 
A,RCY_C_D,KG_HAB,DE	101 	106 	110 	106 	114 	114 	116 	114 	109 	114 e	143 	145 	134 	138 	139 e
A,RCY_C_D,KG_HAB,DK	: 	121 b	125 	130 	141 	151 	153 	154 	143 	152 	158 	192 	181 	145 	179 p
A,RCY_C_D,KG_HAB,EE	24 	27 	14 	15 	17 	13 	10 	14 	15 	9 	10 	13 	28 	36 	45 
A,RCY_C_D,KG_HAB,EL	13 	14 	16 	17 	15 	12 	17 	21 	26 	26 	8 b	8 	7 	7 	: 
A,RCY_C_D,KG_HAB,ES	59 	49 	48 	77 	62 	53 	72 	84 	80 	86 	93 	105 	106 	97 p	96 e
A,RCY_C_D,KG_HAB,EU27_2020	66 	66 	69 	71 	74 	75 	81 	84 	85 	88 i	96 	102 	98 	96 	99 i
A,RCY_C_D,KG_HAB,FI	62 	66 	60 	67 	70 	62 	65 	67 	72 	80 	80 	77 	77 	74 	82 
A,RCY_C_D,KG_HAB,FR	85 e	86 	87 e	89 	91 e	93 	98 e	100 e	106 e	104 e	91 e	103 e	94 e	97 e	103 ep
A,RCY_C_D,KG_HAB,HR	3 	3 	6 	7 	8 	7 	8 	10 	12 	16 	22 	23 	24 	30 	34 
A,RCY_C_D,KG_HAB,HU	15 	18 	18 	19 	24 	24 	30 	32 	32 	36 	40 	40 	32 	60 	58 
A,RCY_C_D,KG_HAB,IE	23 	34 	34 	: 	39 	: 	40 	51 	50 	59 	70 	94 	92 	90 	: 
A,RCY_C_D,KG_HAB,IS	25 	25 	22 	25 	46 	44 	50 	44 	49 	: 	54 	30 	15 	15 	: 
A,RCY_C_D,KG_HAB,IT	66 	66 	72 	72 	81 	86 	95 	98 	106 	107 	116 	119 	118 	102 	: 
A,RCY_C_D,KG_HAB,LT	6 	8 	17 	32 	41 	45 	104 b	108 	131 	104 	100 	85 	102 	107 	109 
A,RCY_C_D,KG_HAB,LU	133 	120 	128 	111 	121 	111 	167 b	153 	154 	152 e	186 	200 	171 	178 	170 e
A,RCY_C_D,KG_HAB,LV	2 	4 	6 	20 	13 	24 	42 	29 	25 	22 	35 	37 	79 	98 	107 
A,RCY_C_D,KG_HAB,ME	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	2 e	1 e	1 e
A,RCY_C_D,KG_HAB,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY_C_D,KG_HAB,MT	0 	7 	12 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RCY_C_D,KG_HAB,NL	139 	141 	140 	137 	143 	143 	144 	144 	147 	148 	156 	153 p	139 p	140 	144 
A,RCY_C_D,KG_HAB,NO	73 	73 	66 	78 	68 b	70 	77 b	75 	72 	85 	70 b	77 	80 	75 	77 
A,RCY_C_D,KG_HAB,PL	5 	6 	5 	6 	15 be	17 e	21 e	22 e	27 e	30 e	42 	49 	52 	43 b	50 
A,RCY_C_D,KG_HAB,PT	38 	42 	66 	57 	64 	72 	79 	83 	85 	85 	71 	86 	87 	88 	107 
A,RCY_C_D,KG_HAB,RO	32 b	22 	29 	23 	20 	18 	18 	18 	9 	12 	18 	15 	15 	14 	: 
A,RCY_C_D,KG_HAB,RS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	2 	1 	2 	: 
A,RCY_C_D,KG_HAB,SE	60 	64 	65 	69 	72 	70 	72 	70 	69 	64 	78 b	82 	75 	75 	82 b
A,RCY_C_D,KG_HAB,SI	11 	22 	21 	28 	30 	34 e	69 e	73 	79 	84 	70 	72 	78 	77 	84 
A,RCY_C_D,KG_HAB,SK	11 	13 	15 	13 	17 	24 	26 	33 	39 	49 	65 	77 	79 	83 	91 
A,RCY_C_D,KG_HAB,TR	3 	4 e	2 	2 e	2 	2 e	2 	2 e	2 	2 e	1 	1 e	: 	: 	: 
A,RCY_C_D,KG_HAB,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 i	0 i
A,RCY_C_D,THS_T,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,RCY_C_D,THS_T,AT	1520 	1578 	1650 	1627 	1492 	1511 	1584 	1601 	1651 	1677 	1592 b	1556 	1478 	1535 	: 
A,RCY_C_D,THS_T,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 
A,RCY_C_D,THS_T,BE	1057 	1028 	1038 	1030 	970 	900 	966 	924 	932 	982 	1585 	1758 	1578 	1689 	1795 p
A,RCY_C_D,THS_T,BG	0 	84 	92 	107 	59 	311 	263 	238 	52 	238 i	89 	66 	95 	80 	: 
A,RCY_C_D,THS_T,CH	930 	851 	851 e	991 e	1256 be	1256 e	1300 e	1300 e	1300 e	1405 e	1405 e	1405 e	1405 e	1405 e	: 
A,RCY_C_D,THS_T,CY	0 	0 	7 	8 	16 	18 	16 	8 	9 	8 	6 	7 	10 	17 	25 p
A,RCY_C_D,THS_T,CZ	76 e	74 e	85 e	96 e	93 e	141 e	245 e	525 b	534 	602 	751 	762 	890 	878 	: 
A,RCY_C_D,THS_T,DE	8298 	8498 	8864 	8536 	9242 	9298 	9523 	9429 	9019 	9442 e	11862 	12092 	11177 	11520 	11621 e
A,RCY_C_D,THS_T,DK	: 	672 b	699 	728 	794 	858 	879 	889 	827 	882 	921 	1122 	1070 	864 	1072 p
A,RCY_C_D,THS_T,EE	33 	35 	19 	20 	22 	17 	14 	19 	20 	12 	14 	18 	38 	49 	61 
A,RCY_C_D,THS_T,EL	142 	160 	180 	187 	168 	135 	182 	224 	281 	283 	85 b	84 	75 	68 	: 
A,RCY_C_D,THS_T,ES	2767 	2272 	2245 	3607 	2894 	2452 	3350 	3918 	3724 	4072 	4424 	4962 	5045 	4712 p	4672 e
A,RCY_C_D,THS_T,EU27_2020	28987 	28967 	30335 	31367 	32551 	33122 	36036 	37323 	37673 	39101 i	42784 	45369 	43636 	43011 	44501 i
A,RCY_C_D,THS_T,FI	332 	355 	323 	362 	382 	341 	355 	369 	400 	442 	442 	427 	428 	411 	460 
A,RCY_C_D,THS_T,FR	5536 e	5610 	5719 e	5828 	6007 e	6186 	6516 e	6662 e	7092 e	6992 e	6165 e	6955 e	6428 e	6665 e	7043 ep
A,RCY_C_D,THS_T,HR	13 	14 	26 	29 	34 	28 	31 	39 	49 	63 	87 	89 	93 	115 	131 
A,RCY_C_D,THS_T,HU	148 	184 	183 	188 	236 	231 	294 	309 	309 	353 	384 	382 	311 	575 	556 
A,RCY_C_D,THS_T,IE	107 	157 	156 	: 	180 	: 	190 	246 	245 	295 	351 	481 	480 	480 	: 
A,RCY_C_D,THS_T,IS	8 	8 	7 	8 	15 	14 	17 	15 	17 	: 	20 	11 	6 	6 	: 
A,RCY_C_D,THS_T,IT	3943 	3980 	4339 	4319 	4865 	5203 	5721 	5903 	6334 	6387 	6868 	7047 	6951 	6041 	: 
A,RCY_C_D,THS_T,LT	19 	23 	51 	95 	119 	132 	299 b	308 	368 	293 	280 	240 	288 	308 	315 
A,RCY_C_D,THS_T,LU	67 	62 	68 	61 	67 	63 	97 b	91 	94 	94 e	117 	128 	112 	119 	115 e
A,RCY_C_D,THS_T,LV	4 	8 	13 	40 	26 	47 	81 	57 	48 	42 	66 	69 	148 	185 	200 
A,RCY_C_D,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 e	1 e
A,RCY_C_D,THS_T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY_C_D,THS_T,MT	0 	3 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RCY_C_D,THS_T,NL	2310 	2360 	2353 	2294 	2415 	2414 	2449 	2474 	2527 	2569 	2714 	2688 p	2462 p	2511 	2594 
A,RCY_C_D,THS_T,NO	358 	361 	333 	397 	351 b	365 	404 b	395 	382 	455 	376 b	417 	434 	416 	429 
A,RCY_C_D,THS_T,PL	181 	210 	202 	212 	560 be	661 e	814 e	848 e	1012 e	1153 e	1578 	1824 	1900 	1586 b	1814 
A,RCY_C_D,THS_T,PT	399 	447 	694 	593 	665 	745 	814 	854 	881 	883 	740 	893 	911 	935 	1142 
A,RCY_C_D,THS_T,RO	650 b	436 	580 	455 	391 	365 	352 	353 	181 	239 	353 	295 	291 	262 	: 
A,RCY_C_D,THS_T,RS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11 	12 	9 	11 	: 
A,RCY_C_D,THS_T,SE	564 	602 	621 	663 	699 	684 	715 	704 	704 	653 	808 b	851 	782 	789 	869 b
A,RCY_C_D,THS_T,SI	22 	45 	42 	58 	62 	71 e	144 e	151 	165 	176 	147 	152 	165 	164 	178 
A,RCY_C_D,THS_T,SK	59 	69 	81 	69 	91 	130 	143 	181 	215 	269 	355 	420 	430 	451 	494 
A,RCY_C_D,THS_T,TR	194 	291 e	155 	160 e	126 	154 e	146 	148 e	123 	125 e	117 	119 e	: 	: 	: 
A,RCY_C_D,THS_T,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,RCY_M,KG_HAB,AL	: 	: 	: 	78 	92 	89 	78 	76 	85 	71 	67 	58 	56 	57 	: 
A,RCY_M,KG_HAB,AT	152 	137 	139 	142 	144 	144 	144 	147 	147 	154 	337 b	343 	334 	319 	: 
A,RCY_M,KG_HAB,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	2 	3 	3 
A,RCY_M,KG_HAB,BE	153 	154 	144 	138 	142 	140 	139 	140 	141 	142 	235 	260 	233 	231 	232 p
A,RCY_M,KG_HAB,BG	136 	122 	103 	110 	96 	82 	95 	122 	127 	125 i	139 	122 	105 	69 	: 
A,RCY_M,KG_HAB,CH	240 	239 	242 	237 	239 	232 	224 	218 	218 	212 	210 	207 	193 	195 	: 
A,RCY_M,KG_HAB,CY	79 	77 	79 	79 	72 	83 	85 	96 	99 	100 	97 	79 	84 	83 	81 p
A,RCY_M,KG_HAB,CZ	43 e	47 e	63 e	65 e	70 e	81 e	91 e	107 b	109 	110 	150 	175 	144 	153 	: 
A,RCY_M,KG_HAB,DE	275 	288 	293 	286 	300 	308 	309 	307 	298 	292 e	300 	302 	286 	282 	281 e
A,RCY_M,KG_HAB,DK	: 	245 b	217 	222 	226 	239 	248 	236 	263 	283 	208 	199 	197 	204 	165 p
A,RCY_M,KG_HAB,EE	31 	44 	40 	37 	95 	89 	95 	96 	98 	104 	100 	107 	95 	106 	92 
A,RCY_M,KG_HAB,EL	78 	75 	68 	59 	60 	65 	69 	74 	77 	84 	82 	81 	82 	83 	: 
A,RCY_M,KG_HAB,ES	90 	81 	91 	70 	76 	84 	85 	87 	86 	93 	94 	106 	103 	103 p	98 e
